,text,neg,neu,pos,compound
102,"✨Finding your serenity ✨

—————————————————
#peace #peaceandlove #peaceofmind #smallbusinessowner #entrepreneurlife #entrepeneurship #british #ethical #ethicallymade #sustainable #sustainability #sustainableliving…  https://www.instagram.com/p/CBKykjYpO2w/?igshid=6xxlne3vq4ap …",0.0,1.0,0.0,0.0
96,"#sustainability
#Sustainable
#sustainableLiving
#technicalguruji
#thursdayvibes
#ULTRAMAN
#unlockone
#UrbanMobility
#veday2020
#VOICE
#water
#watercolor
#webinar
#Webinar
#Webinars
#WorldEnvironmentDay",0.0,1.0,0.0,0.0
1797,"Consigliamo vivamente a tutti questo interessantissimo e veramente ben fatto #corso del @postcarbon #Institute! 🌳
 https://education.resilience.org/product/self-directed-course/ …

(in questo periodo è anche #gratuito)

#green #sostenibilita #sustainability #sustainable #scienza #divulgazionescientifica #science #eco pic.twitter.com/4Wl73GA8Nu",0.0,1.0,0.0,0.0
2292,#Sustainability is often hidden in #old #buildings - #building #sustainable #monument #development - #Germany #BlackForest pic.twitter.com/a08OMgSAQz,0.0,1.0,0.0,0.0
13491,"#IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale
 http://www.cerlos.io/  https://twitter.com/Moxy_CERLOS/status/1235175204747456515 …",0.0,1.0,0.0,0.0
1793," http://bit.ly/2bB7aIX 
Register for Sign up for #Security AND #Sustainability Mailing List on #climate #cleanenergy #COP25 #sustainable #RenewableEnergy #renewables #GlobalGoals #globalwarming #Climate #climatechange #energy #cleantech #environment and #news pic.twitter.com/CV0SFh1h7E",0.0,1.0,0.0,0.0
13485,#ecofriendly #ecofriendlyliving #sustainability #zerowaste #green #greenliving #enviroment #savetheturtles #climate #sustainable #sustainableliving #noplastic #gogreen #reusable #reusablestraw #greenliving #saynotoplasticstraw #plasticsucks #saveourplanet #cleanocean pic.twitter.com/Tm3kUIN6IC,0.0,1.0,0.0,0.0
13484,#cerlos #IEO #STO #buildingmaterials #sustainable #sustainability #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://twitter.com/Moxy_CERLOS/status/1235175204747456515 …,0.0,1.0,0.0,0.0
1913,#ReapBenefit #SolveSmallDentBig #ProblemSolver #EnvironmentDay2020 #EnvironmetWeek #Sustainability #ClimateChange #Ecofriendly #ZeroWaste #Sustainable #GoGreen #Recycle #PlasticFree #GlobalWarming #Pollution #Recycling #Plastic #Paper #CivicMuscle #ReapBenefit #SolveSmallDentBig,0.0,1.0,0.0,0.0
1921,"𝐃é𝐩𝐚𝐫𝐭 𝐉𝐨𝐞𝐥 𝐞𝐭 𝐏𝐫é𝐬𝐞𝐧𝐭𝐚𝐭𝐢𝐨𝐧 𝐀𝐥𝐞𝐱𝐚𝐧𝐝𝐫𝐞 𝐕𝐄𝐈𝐋𝐋𝐘

 https://www.linkedin.com/feed/update/urn:li:activity:6673596974110924800 …
#sustainability #sustainable #sustainablebusiness #sustainabilitymatters pic.twitter.com/yxuj0Lj3cN",0.0,1.0,0.0,0.0
13477,#cerlos #IEO #STO  #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://twitter.com/Moxy_CERLOS/status/1235175204747456515 …,0.0,1.0,0.0,0.0
13475,"Linfa
Germinazione lattuga cappuccio meraviglia di inverno 👑 🌱
#linfaagricola #nature #hydroponics #idroponica #agriculture #homemade #love #lifestyle #green #grow #plants #lettuce #future #globalwarming #sprouts #pure #sostenibilità #sustainable #sustainability #sostenibile pic.twitter.com/nPxGIkLrTz",0.0,1.0,0.0,0.0
13474,#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable  https://twitter.com/Moxy_CERLOS/status/1235175204747456515 …,0.0,1.0,0.0,0.0
13473,"HI! This is Tony from Hong Kong
Follow me for any environmental news from all around the world 
#environment #nature #climatechange #sustainability #ecofriendly #savetheplanet #gogreen #sustainable #green #recycle #zerowaste #earth #eco #plasticfree #pollution #climate #HongKong",0.0,1.0,0.0,0.0
13472,#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable  https://twitter.com/Moxy_CERLOS/status/1234913928599285762 …,0.0,1.0,0.0,0.0
13471,#IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale #cerlos https://twitter.com/Moxy_CERLOS/status/1233440182407487492 …,0.0,1.0,0.0,0.0
13470,"- Everything is Sustainable - 
#sustainability #Sustainable  pic.twitter.com/GOuG33M8nh",0.0,1.0,0.0,0.0
1926,"Here's how the heritage #brand GANT contributed to
achieving a more #sustainable #fashion future…

@gant1949 #Retailer #RetailBrand #SustainableManufacturing #Sustainability #Gant #Coronavirus #SustainableFuture https://apparelresources.com/business-news/sustainability/heritage-brand-gant-promising-sustainable-future/ …",0.0,1.0,0.0,0.0
13467,"#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin
#Blockchain #Token #ETH #Ethereum #TokenSale https://twitter.com/Moxy_CERLOS/status/1234926850897580035 …",0.0,1.0,0.0,0.0
1927,"We see you, 10 days to go!

#ESG #ESGmark #environment #environmental #social #governance #sustainable #Sustainability  pic.twitter.com/QMpZhVirRs",0.0,1.0,0.0,0.0
13624,"Brooke is inspecting our new shipment of reusable bags! 

#byobag #reusereducerecycle #plasticbagban #plasticbagfree #plasticbagfree #sustainability #sustainable #environmentallyfriendly #nyc #NorthBrooklyn #williamsburg #greenpoint #CatsOfTwitter #cats #CatsOnTwitter #gogreen pic.twitter.com/Ngy2MoVWmd",0.0,1.0,0.0,0.0
13625,"#IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale
 https://cerlos.io/  https://twitter.com/Moxy_CERLOS/status/1234926850897580035 …",0.0,1.0,0.0,0.0
1842,#biogas #renewableenergy #sustainability #environment #sustainable #green #sustainablebusiness #gogreen #kitajagakita #construction #cenergisea #cenergi #malaysia,0.0,1.0,0.0,0.0
13630,"If we look at an #old #building, don't we think: this is #sustainable? #Sustainability #environment #city #buildings #architecture pic.twitter.com/rSNIEC8EpO",0.0,1.0,0.0,0.0
1792,"The sustainable beer of the future is here, now with sustainable rice farming angle in USA

#agriculture #Rice #farmers #farming #Sustainability #sustainable #Beers #Arkansas #water #drinks #drinking #conservation #holistic #USA #sustainableagriculture
 http://www.triplepundit.com/story/2020/signs-growth-regenerative-agriculture-beer-maker-steps/120451 … pic.twitter.com/z357s9csp2",0.0,1.0,0.0,0.0
1866,"AVAILABLE NOW 
 http://scottylondon.com 
#organiccotton #sustainablefashion #organic #slowfashion #ecofriendly #ethicalfashion  #sustainable #ecofashion #fashion #sustainability  #sustainableliving   #organicclothing  #ethicallymade #fashionrevolution #sustainableclothing #bhfyp pic.twitter.com/LCeo7T9b0K",0.0,1.0,0.0,0.0
13541,"#trvst #green #changetheworld #bethechange #dosomething #sustainability #socialimpact #sustainable #gogreen #fashion #ecoconscious
📷 @scottwebb on unSplash pic.twitter.com/EIULHnszwF",0.0,1.0,0.0,0.0
92,"If you're thinking about moving away from cling film, here are some alternatives
#ecofriendly #zerowaste #sustainable #nature #green #sustainability #plasticfree #environment #recycle #gogreen #savetheplanet #climatechange #reuse #noplastic #earth #help http://easypeasygreeny.co.uk/2020/06/08/alternatives-to-cling-film/ …",0.0,1.0,0.0,0.0
13861,"Worlds Finnest #Innovation in #Print are here:
- Singing Pizza Box
- Paper to ripen your #avacado
- @KITKAT recylable wrappers #origami
- Magazine to raise awareness on social issues
- Green Bottle
#Sustainability
#sustainable
#environmentallyfriendly https://www.twosides.info/UK/fresh-thinking-2/ …",0.0,1.0,0.0,0.0
1749,#Sustainability #Sustainable #GoGreen #GreenPlanet #Almarai #DelMonte #AlHathboorGroup #Epson #ITLCosmos #McDonalds #Loreal #NikaiGroup #Saveourworld pic.twitter.com/yxzYM92MuJ,0.0,1.0,0.0,0.0
84,"Today is World Oceans Day. Visit  https://worldoceansday.org/  to learn more and contribute!
.
.
.
#worldoceansday #oceancleanup #savetheearth #conservation #wildlife #ocean #sustainable #environment #sustainability #animals #honeydogfarm pic.twitter.com/2AZxKFWmvs",0.0,1.0,0.0,0.0
1748,#EcoFriendly #Sustainability #Sustainable #GoGreen #GreenPlanet #Almarai #DelMonte #AlHathboorGroup #Epson #ITLCosmos #McDonalds #Loreal #NikaiGroup #Saveourworld pic.twitter.com/nu581Ms8Mo,0.0,1.0,0.0,0.0
13964,#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable  https://twitter.com/Moxy_CERLOS/status/1227910415847448576 …,0.0,1.0,0.0,0.0
13966,"Two million Bamboo Earbuds = a lot of boxes!!
#bamboo #ecofriendly #handmade #nature #zerowaste #sustainable #sustainability #eco #organic #natural #plasticfree #bambootoothbrush #sustainableliving #green #vegan #gogreen #bambus #savetheplanet #design #love #biodegradable pic.twitter.com/Hy342HpLM3",0.0,1.0,0.0,0.0
1659,"Tomorrow June 5th is World Environment Day!  

 https://www.facebook.com/unep/?__tn__=kCH-R&eid=ARD8YF_GIk5TBats3cishnMgzHG8ujmDhiRAIaIgXbu0FJip02eDS4pl58br5LGsimhzSRPb9M-Xkglc&hc_ref=ARQ0WvMElS5UYZhBAw7UU1yzCUDs-2kK5O-DgZIOWiVoE3O81AvlGkfRHvtzAA1wQkQ&fref=nf&__xts__[0]=68.ARBJKkfoWJZ1O_E3j9_aGXEWtya720ORamXwZnJKC6IMNlTzjup3Abv8SvhTi-W0lZmVVcPI_uGWG-jCtkB1YDByD6Ozq4a16-dHJefcUImve3fQ7GW7rUOz-HzC3hoGtcnCP2H22rGAT5SO3TSQJdHRh70K0ynUAAaO-or1ON-pwuJOqYTz5m_r0GMUn86poQ5esNVkxsErGG2VjJ7CurfVLEVpNbb8yGCQy2K1R1SpmmwoEZsVUZNm9MkrVIkGDc989DkygSu-pQFqpogDvF5xmisb93RCIg8QVJn2SQJ8rb5iOpQ6U7E_Rzfrz9Xab41OVnfbh3U8IGze8Y0mvdID74jn …
#environmentalawareness #climateaction #climatechange #unitednations #un75 #climatesolutions #sustainability #environment #sustainable #circulareconomy #climateactionnow pic.twitter.com/ILAfsfh7nk",0.0,1.0,0.0,0.0
14079,"Monday's Playlist
///
///#fashion #fashionphotography #moda #streetstyle #inspo #inspiration #redlip #makeup #longhair #hair #blonde #veja #sustainability #sustainable #blazer #blackblazer #ootd #outfit…  https://www.instagram.com/p/B9Pmx0dIGLy/?igshid=80q74yjaz8uo …",0.0,1.0,0.0,0.0
1601,"World Environment Day 

#environment #nature #ladakh #sustainability #climatechange #ecofriendly #savetheplanet #zerowaste #sustainable #gogreen #earth #green #recycle #eco #plasticfree #globalwarming #pollution #reuse #climate #sustainableliving #environmentallyfriendly pic.twitter.com/SbWbOAqk3N",0.0,1.0,0.0,0.0
55,#BIGAwards #Sustainability #Sustainable  pic.twitter.com/Q7ePy7Oew2,0.0,1.0,0.0,0.0
14075,"Every 2 Seconds #ClimateChange Forces A Person From Their Home 
 #climate #environment #co2 #sustainability #sustainable  https://lnkd.in/eJwNXiA ",0.0,1.0,0.0,0.0
1602,Old buildings often express: this is sustainable ! #Berlin #Architecture #Sustainability #sustainable #pictureofday #picture pic.twitter.com/O0CZkJ5A0A,0.0,1.0,0.0,0.0
14071,"@hm & #sustainable fabric 

The line will feature #PENation items reimagined in “more sustainable fabrics,” according to #HM. These include #organic cotton and #recycled polyester.

#clothing #sustainability #fabric #environmental #Sydney https://www.environmentalleader.com/2020/03/hm-launches-sustainable-athletic-wear/ …",0.0,1.0,0.0,0.0
1605,#environment #nature #sustainability #climatechange #ecofriendly #savetheplanet #zerowaste #sustainable #gogreen #earth #green #recycle #eco #artfullgreetings #greetings pic.twitter.com/hd879aP6rQ,0.0,1.0,0.0,0.0
56,#behindthescenes #bts #sustainability #filmmaking #HarrisonFord #dogs #nature #wildlife #ChangingtheClimateofEntertainment #climatechange #environment #sustainable #zerowaste #story #recycling #production,0.0,1.0,0.0,0.0
14067,Nothin but turf!🍃😍 #TURF #ATS #turfsupply #artificialturf #artificialturfsupply #backyard #backyardturf #kidsonturf #petsonturf #dogsonturf #canyoutell #fakeorreal #fauxgrass #sustainable #nowater #nomaintenance #sustainability #ecofriendly #forevergreen #oneanddone pic.twitter.com/56KsbNAUWX,0.0,1.0,0.0,0.0
1606,#Camping #Cave #BeautifulNature #BeautifulLandScape #EcoFriendly #BeautifulRock #Solid #Rock #Photography #Sustainable #Tourism #SustainAbility #SustainableTourism #Trek #Expedition #Himalaya #With #HimalayanQuest  https://www.instagram.com/p/CBCK0IuH4S_/?igshid=nms2q6iyzuoa …,0.0,1.0,0.0,0.0
14063,#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale. https://twitter.com/Moxy_CERLOS/status/1234513197232742400?s=20 …,0.0,1.0,0.0,0.0
14062,"Must read #article by @MHI_Group discussing in detail 7 types of #technologies for a #sustainable #future.

#climatechange #pollution #economy #business #natural #renewableenergy #energy #renewable #environment #sustainability #ecofriendly #technology
 https://buff.ly/2Tb8rve  pic.twitter.com/p1jtuCyzQe",0.0,1.0,0.0,0.0
1609,"Virtual Resource Row coming at you July 21-23 ♥️ come check it out! x 
.
. 
.
.
.
#fashiondex #texworldusa #apparelsourcing #resourcerow #clothes #fashion #sustainability #sustainablefashion #fairtrade #organic #natural #sustainable #eco pic.twitter.com/bcS6XUmUzJ",0.0,1.0,0.0,0.0
13860,"School Cafeteria Turns Leftover Food Into Frozen Take-Home Meals For Kids #ecofriendly #nowaste #zerowaste #ecoschool #sustainable #sustainability
 http://ow.ly/pbEP50yBIxj ",0.0,1.0,0.0,0.0
13862,Blue & Green #hemp wallets now available in addition to the classic hemp. Pick yours up here 🙂 https://www.hempstyle.co.uk/product-category/hemp-wallets-purses/ … #sustainable #vegan #plantlife #outdoors #hempclothing #ethicalfashion #sustainability #handmade #nepal #hempstyle pic.twitter.com/o9l386RtpB,0.0,1.0,0.0,0.0
1611,"Installing Solar Systems all over Florida, one city at a time! ☀️ 🌍 🏡 
.
.
.
#broward #dade #westpalmbeach #sustainability #sustainable #sustainableliving #homeimprovement #homerenovation #climatechange #natural #savetheplanet #solarenergy #solar #solarpower #instagood pic.twitter.com/5xJPjTZ7RL",0.0,1.0,0.0,0.0
13868,#IEO #STO #buildingmaterials #sustainable #sustainability #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://twitter.com/Moxy_CERLOS/status/1234926850897580035 …,0.0,1.0,0.0,0.0
13818,"Reposting @orightswitzerland:
...
""#Repost @strangeste
• • • • • •
Zürich, Switzerland
#influencer #sustainable #Sustainability #cradle2cradle #cradletocradle #nachhaltigkeit #nachhaltig #green #öko #ecolocigal #Schweiz #Swiss #coffee #kaffee #goji #weekend #beauty pic.twitter.com/i88Mqoi65D",0.0,1.0,0.0,0.0
13817,#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://twitter.com/Moxy_CERLOS/status/1234913928599285762?s=20 …,0.0,1.0,0.0,0.0
13816,This is my Holi Colors for 2020 #ecofriendly #sustainability #sustainable #holi2020 #nature  https://www.instagram.com/p/B9TB8jppcct/?igshid=hwj0yensq6kk …,0.0,1.0,0.0,0.0
1751, http://bit.ly/1wHM2F1  Signup for the #Security & #Sustainability forum on #climatechange #globalhealth #environment #climate #renewables #sustainable #COP25 #environment #energy #security #GlobalGoals #GlobalWarming #climate and #healthcare pic.twitter.com/O1XTEZilka,0.0,1.0,0.0,0.0
1752,The post What is environmental sustainability in construction? #Sustainability #Eco #Ecology #Sustainable  https://planningtank.com/environment/environmental-sustainability-in-construction … via @planningtank,0.0,1.0,0.0,0.0
13813,#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable  https://twitter.com/Moxy_CERLOS/status/1228272849464500229 …,0.0,1.0,0.0,0.0
13811,"The #hydrogen fuel for the trucks is being produced emissions-free via electricity generated by solar panels atop #Asko's warehouse. #emissionsfree #zeroemissions #fuelcells #hydrogenfuelcells #trucks #sustainabletransport #sustainable #sustainability
 https://www.intelligentliving.co/asko-hydrogen-fuel-cell-trucks/ …",0.0,1.0,0.0,0.0
13809,#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://twitter.com/Moxy_CERLOS/status/1234926850897580035 …,0.0,1.0,0.0,0.0
13807,#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://twitter.com/Moxy_CERLOS/status/1230809567342333954 …,0.0,1.0,0.0,0.0
1757,#Sustainability is often hidden in #old #buildings - #building #sustainable #monument #development - #Germany #BlackForest pic.twitter.com/0IMh1dgSYC,0.0,1.0,0.0,0.0
1759,"Time for a long overdue @Fairphone upgrade! ...and I've just sent my old one off to be recycled, which will also get me some cashback 📱 #Sustainability #Sustainable #Fairtrade #Fairphone #Ethical #EthicalConsumerism #SustainableLiving #Tech #ChangeTheSystem #ChangeIsInYourHands pic.twitter.com/uoQgb4P34i",0.0,1.0,0.0,0.0
13804,#Sustainability #Sustainable  https://twitter.com/Moxy_CERLOS/status/1217096712335941632 …,0.0,1.0,0.0,0.0
13803,"#IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale
 http://www.cerlos.io/  https://twitter.com/Moxy_CERLOS/status/1234913928599285762 …",0.0,1.0,0.0,0.0
13794,#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale. https://twitter.com/Moxy_CERLOS/status/1234926850897580035 …,0.0,1.0,0.0,0.0
13792,Bellissimo Bolo bag ☀️📷 Andrea Garofalo. Shop her only at  http://www.angelaachavez.com/product/bolo  #springsummer #fashionbag #andreagarofalo #bellissimo #italian #sustainablefashion #sustainability #sustainableliving #sustainable  pic.twitter.com/HywM70REFY,0.0,1.0,0.0,0.0
13791,"SEMPREVERDE CANADA - Photos by Adrian Vit

#environment#environment #nature #climatechange #sustainability #ecofriendly #savetheplanet #gogreen #earth #green #sustainable #zerowaste #recycle #plasticfree #eco…  https://www.instagram.com/p/B9SBFd2hN4h/?igshid=1087bk9cad1cy …",0.0,1.0,0.0,0.0
13789,#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable  https://twitter.com/Moxy_CERLOS/status/1234926850897580035 …,0.0,1.0,0.0,0.0
88,"NEW: Just because #WorldEnvironmentDay is over doesn't mean the job is done. Set a goal to live greener this month! Find #sustainable swap ideas here:  https://www.theecological.co.uk/2020/06/10-simple-sustainable-swaps-eco.html … 💚
#ecofriendly #sustainability #sustainable #greenliving #ethicalhour #vegan #organic #challenge pic.twitter.com/F6Q00TkL7B",0.0,1.0,0.0,0.0
85," https://www.iknockfashion.com/woolmark-launches-knitting-series-by-five-international-designers/ …
#woolmark #news #NewsAlert #NewsUpdate #knitting #international #designers #fashiondesigners #Unlock1 #Sustainable #sustainability #sustainablefashion #industry #mondaythoughts #MondayMotivaton #MondayMood #iknockfashion #elloracreationspvtltd",0.0,1.0,0.0,0.0
14059,"Let's #DoOneThing today to converse the World's biodiversity.
#WorldWildlifeDay2020 #SustainingAllLifeOnEarth #theworld #biodiversity #sustainability #climatechange #environment #sustainable #conservation #TuesdayThoughts #TuesdayMotivation #tuesdayvibes pic.twitter.com/NGhi6uWV3O",0.0,1.0,0.0,0.0
14056,#cerlos #IEO #STO  #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://twitter.com/Moxy_CERLOS/status/1234513197232742400 …,0.0,1.0,0.0,0.0
13460,"Learn more about #ClimateChange mitigation and adaptation by watching these #GlobalWarming
documentaries
 https://www.greenofficemovement.org/global-warming-documentaries/ …
#GreenOffice #GreenOfficeMovement #sustainability #environment #sustainable #university #college #ClimateAction #ClimateActionNow",0.0,1.0,0.0,0.0
1648,"Fossil fuel industry in “terminal decline” - report
 https://ecologyfunds.com/index.php/2020/06/04/fossil-fuel-industry-in-terminal-decline-report/ …
#green #greenenergy #investing #etf #etfs #funds #news #stocks #greenbond #sustainable #sustainability #environment #financing #fossilfuels #renewables",0.0,1.0,0.0,0.0
13990,"Frog London's Jan Hellemans announces the launch of The Planet Life — a platform for #sustainable #innovation via #frogVoices:  http://fro.gd/2PsUTZR  @frogdesign
#visionaryfutures #frogLO #sustainability #climate #climateaction  https://twitter.com/frogdesign/status/1234788610680983552 … pic.twitter.com/ffGglMIXue",0.0,1.0,0.0,0.0
1649,"Solar power will soon cost less than coal
 https://ecologyfunds.com/index.php/2020/06/04/solar-power-will-soon-cost-less-than-coal/ …
#green #greenenergy #investing #etf #etfs #funds #news #stocks #greenbond #sustainable #sustainability #environment #financing #coal #solar",0.0,1.0,0.0,0.0
1650,"Watch 'Leveraging #Packaging Materials for a #Sustainable #SupplyChain' from @orbiscorp in the Sustainability Theater at #MODEX2020:  http://ow.ly/66cH50zxHlW 
#sustainablepackaging #sustainability #reuserevolution #circulareconomy #switchtoreusables pic.twitter.com/tcJXUF22Mu",0.0,1.0,0.0,0.0
1652,Our data centers now work harder when the sun shines and wind blows #netzero #sustainability #green #environment #community #sustainable #collaboration #kindnessontheplanet  http://ow.ly/OHcK50zUirg  pic.twitter.com/zksH5rGg93,0.0,1.0,0.0,0.0
1645,"Nerissa Cargill Thompson is one of the artists featuring in our exhibition with ""Global Issue"". 
@nerissact

Check it out along with our other artworks at:  http://instagram.com/covent19/ 
#covent19 #onlineexhibition #artoftheday #Recycle #Sustainability #sustainable #coronavirus pic.twitter.com/dfad6J0aH9",0.0,1.0,0.0,0.0
1654,#ecofriendly #sustainable #hybridecoglobal #sustainability #handmade #green #zerowaste #eco #environment #nature #recycle #organic #gogreen #plasticfree #sustainablefashion #vegan #sustainableliving #love…  https://www.instagram.com/p/CBBMIsNJH_4/?igshid=1ayhq56y2z3bs …,0.0,1.0,0.0,0.0
1656,"@BASF issues €2.0 billion in corporate bonds. With one of the tranches, BASF issues its first green #bond. It serves to finance #sustainable #products and projects. #basf #sustainability More information via:  https://on.basf.com/2Y3kD2a  https://twitter.com/BASF_DE/status/1266250245874126850 …",0.0,1.0,0.0,0.0
13975,#IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale. https://twitter.com/Moxy_CERLOS/status/1233440182407487492 …,0.0,1.0,0.0,0.0
1657,#SavethePlanet #Biodiversity #Nature #Preservation #Environmentalism #EcoFriendly #Sustainability #Sustainable #GoGreen #GreenPlanet,0.0,1.0,0.0,0.0
64,"In an average lifetime, a woman will use about 12,500 tampons, or just four menstrual cups. One of these options seems more #sustainable and cost-effective, learn why:

 http://thecitymag.concordia.ca/going-green-period/ …

By @AmelyCoulombe & @gen_asselin
#menstrualhygiene #Sustainability #mission100tonnes pic.twitter.com/O0oJwmb6FX",0.0,1.0,0.0,0.0
1658,"“Quando ci avviciniamo alla natura, otteniamo molto di più di quando diamo” #wed #WorldEnvironmentDay ➡️  https://www.mermazing.it/costumi-da-bagno-fuoriacqua/collezione-2020/ocean-breeze/ … #plasticfree #Swimwear #swimsuits #beachwear #sustainable #sustainability #sustainablefashion #mare #giornatamondialedellambiente pic.twitter.com/yJpmaAY11D",0.0,1.0,0.0,0.0
13997,"Durant dues jornades, Salou acull la trobada del Projecte Europeu per un 🌱 Turisme Sostenible.

@MEDCommunity3_1 @diba @TurismeDIBA #Salou #Tourism #Sustainable #Sustainability #ODS #ODSDiba #BCNmoltMés #TurismeDiba #Sostenibilitat pic.twitter.com/OGNT6EN6VA",0.0,1.0,0.0,0.0
14030," https://www.linkedin.com/pulse/australias-first-eco-cutlery-candace-yelavich/?published=t …
#cardboardcutlery #sustainability #ecocutlery #foodandbeverage #sustainability #compostable #ecocutlery #eco #biodegradble #packaging #design #NEWS #compostable #australia #sustainable #ecofriendly #waronwaste #waleedali #apco",0.0,1.0,0.0,0.0
14028,"We're just kicking off with our Sustainable Palm Oil session! We're joined by representatives from @marksandspencer @UWEBristol and @BristolZooGdns. 

#sustainable #palmoil #sustainability #FENlive pic.twitter.com/yMQ4GCwkcR",0.0,1.0,0.0,0.0
14027,"@suyfest2020 Takipte kalın..

#süyfest #sürdürülebilirkentyaşamıfestivali #sürdürülebilirlik #surdurulebilirlik
#sustainability #sustainable  pic.twitter.com/RVAO6vKNa3",0.0,1.0,0.0,0.0
14022,Buy your wedding dress with us this month and receive a 20% discount off the dress and any accessories purchased!! #bridalreloved #bride #Sustainability #sustainable #sustainablewedding #relovedfashion #sustainablefashion #2020wedding #2021wedding #suffolk #essex #norfolk #eco pic.twitter.com/IMtO5m7lfS,0.0,1.0,0.0,0.0
60,"Europe jump-starts faltering electric vehicle revolution
 https://ecologyfunds.com/index.php/2020/06/08/europe-jump-starts-faltering-electric-vehicle-revolution/ …
#green #greenenergy #investing #etf #etfs #funds #news #stocks #greenbond #sustainable #sustainability #environment #financing #EV #europe #covid19",0.0,1.0,0.0,0.0
13787,#cerlos #IEO #STO  #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://twitter.com/Moxy_CERLOS/status/1234926850897580035 …,0.0,1.0,0.0,0.0
13782,#WednesdayWisdom #WednesdayThoughts #WednesdayMotivation #WednesdayVibes #sanitation #biologicalwaste #organica #biotech #OrganicaBiotech #sustainability #Sustainable  pic.twitter.com/FORt1zxnG1,0.0,1.0,0.0,0.0
13991,"#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale
anyone have to consider,to see the incredible development.This assignment has a reasonably expert and suitable crew
be part of listen",0.0,1.0,0.0,0.0
1647,Let’s talk #sustainability What are examples of things you do to live a more #sustainable life? #gogreen #makeyouagic,0.0,1.0,0.0,0.0
57,World Ocean Day. #worldoceanday #worldoceanday2020 #wod #sustainability #climatechange #pollution #oilandgas #rubbish #trimusfilms #savetheplanet #climate #sustainable #ecofriendly #eco #oceans #ocean #overfishing @…  https://www.instagram.com/p/CBL_G2hj9-2/?igshid=af4gchv160zk …,0.0,1.0,0.0,0.0
13994,"Introducing Our Most Sustainable Pack! The Dual Handle Pack!  #netpacking #packaging #recyclable #sustainable #environment #lightweight #ecofriendly #recycle #sustainability #freshproduce #citrus

Call Xact on 0151 479 3020 or email info@xactpack.co.uk

 https://xactpack.co.uk/product/prepack/net-pack-styles/dual-handle-pack/ … pic.twitter.com/02M2WTgAkz",0.0,1.0,0.0,0.0
1614,"ASCE’s Resources for #Sustainable and #Resilient Infrastructure webinar from @ACECVirginia 6/11 12pm ET. $25 for members, $50 non-members.  http://ow.ly/bodm50zZ5Hg  @ASCETweets @Berkley_Group #sustainability #climateaction pic.twitter.com/MlDHBgqBtS",0.0,1.0,0.0,0.0
58,#ecofashion #sustainablefashion #slowfashion #ethicalfashion #ecofriendly #fashion #handmade #sustainable #sustainability #consciousfashion #fairfashion #fashionrevolution #greenfashion #vintage #sustainableliving…  https://www.instagram.com/p/CBL9Xz0iVYe/?igshid=10sovs6zyxiy5 …,0.0,1.0,0.0,0.0
